alterimagetext,date,description,domainname,imagepath,label,link,tags,title
Invoice Phishing Alert: TA866 Deploys WasabiSeed & Screenshotter Malware,"Jan 20, 2024"," The threat actor tracked as  TA866  has resurfaced after a nine-month hiatus with a new large-volume phishing campaign to deliver known malware families such as WasabiSeed and Screenshotter. The campaign, observed earlier this month and blocked by Proofpoint on January 11, 2024, involved sending thousands of invoice-themed emails targeting North America bearing decoy PDF files. ""The PDFs contained OneDrive URLs that, if clicked, initiated a multi-step infection chain eventually leading to the malware payload, a variant of the WasabiSeed and Screenshotter custom toolset,"" the enterprise security firm  said . TA866 was  first documented  by the company in February 2023, attributing it to a campaign named Screentime that distributed WasabiSeed, a Visual Basic script dropper that's used to download Screenshotter, which is capable of taking screenshots of the victim's desktop at regular intervals of time and exfiltrating that data to an actor-controlled domain. There ",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEioJs1GQSYdjr1uz3xWEg8ikLLSWOhWZD7AftTYT6nUueOVujUQvSpsISg6RDwNjdqiqCogRjNuD4jfBCcKX4ZhlbOvAEzzXrX-YPLMGu2erKAnixFtUjPdWVbgPpRBL4u9gZUV5BH1_2N10DJjJ8tgG2ERY-npwClpNlHsWhZtkVvz6Klf5Hxmu92HF4VE/s728-rw-e365/hook.jpg,"
,
,
",https://thehackernews.com/2024/01/invoice-phishing-alert-ta866-deploys.html,Malware / Cyber Espionage,Invoice Phishing Alert: TA866 Deploys WasabiSeed & Screenshotter Malware
Experts Warn of macOS Backdoor Hidden in Pirated Versions of Popular Software,"Jan 19, 2024"," Pirated applications targeting Apple macOS users have been observed containing a backdoor capable of granting attackers remote control to infected machines. ""These applications are being hosted on Chinese pirating websites in order to gain victims,"" Jamf Threat Labs researchers Ferdous Saljooki and Jaron Bradley  said . ""Once detonated, the malware will download and execute multiple payloads in the background in order to secretly compromise the victim's machine."" The backdoored disk image (DMG) files, which have been modified to establish communications with actor-controlled infrastructure, include legitimate software like Navicat Premium, UltraEdit, FinalShell, SecureCRT, and Microsoft Remote Desktop. The unsigned applications, besides being hosted on a Chinese website named macyy[.]cn, incorporate a dropper component called ""dylib"" that's executed every time the application is opened. The dropper then acts as a conduit to fetch a backdoor ",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhdkXkxdNRtZNXp1DS_Pw9yRSuqpnezbrllMujBHo37CikXiRJDNZ1FE21nwY7o1Hj5efS0ptblGP98cgYQqUF30m5Y31nO6YqPFrlPF3cAu3wwDpRyPoEgcuwUzc8ZWQKkcpw1oOI_OFnkT4CeEr0U7gVUhSgirCWKsxpjBebK3UTfPHjj6hrNTyNtIE3m/s728-rw-e365/macos.jpg,"
,
,
",https://thehackernews.com/2024/01/experts-warn-of-macos-backdoor-hidden.html,Malware / Endpoint Security,Experts Warn of macOS Backdoor Hidden in Pirated Versions of Popular Software
How Nation-State Actors Target Your Business: New Research Exposes Major SaaS Vulnerabilities ,"Feb 15, 2024"," With many of the highly publicized 2023 cyber attacks revolving around one or more SaaS applications, SaaS has become a cause for genuine concern in many boardroom discussions. More so than ever, considering that GenAI applications are, in fact, SaaS applications. Wing Security (Wing), a SaaS security company, conducted an analysis of 493 SaaS-using companies in Q4 of 2023.  Their study reveals  how companies use SaaS today, and the wide variety of threats that result from that usage. This unique analysis provides rare and important insights into the breadth and depth of SaaS-related risks, but also provides practical tips to mitigate them and ensure SaaS can be widely used without compromising security posture.  The TL;DR Version Of SaaS Security 2023 brought some now infamous examples of malicious players leveraging or directly targeting SaaS, including the North Korean group UNC4899, 0ktapus ransomware group, and Russian Midnight Blizzard APT, which targeted well-known organizat",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhCb3lbR5kKaNE9_BRADHrZqnNzA8MYLNnIDfJ8esB94HKtdiQsqC0exNVk5hWYeLbeUYgQyjqJoIshnKImmBKXjjSU_QWjoQnFtll_ge1xVfpf-nAl_f15ERLDetjxzj__ejnde7ebtIh3E27BN3Xm5UTrexnvX5p7oL_dT8oq25Pl5jwRT1UqeQb4VO8/s728-rw-e365/wing.jpg,,https://thehackernews.com/2024/02/how-nation-state-actors-target-your.html,SaaS Security / Risk Management,How Nation-State Actors Target Your Business: New Research Exposes Major SaaS Vulnerabilities 
Preventing Data Loss: Backup and Recovery Strategies for Exchange Server Administrators,"Jan 19, 2024"," In the current digital landscape, data has emerged as a crucial asset for organizations, akin to currency. It's the lifeblood of any organization in today's interconnected and digital world. Thus, safeguarding the data is of paramount importance. Its importance is magnified in on-premises Exchange Server environments where vital business communication and emails are stored and managed.  In this article, you will learn about the evolving threats of data loss, the shift in responsibilities of administrators, and key backup and recovery strategies for preventing data loss in the Exchange Server environment. Data Loss Scenarios in Exchange Servers Data loss in on-premises Exchange Server environment has become increasingly common. Cybersecurity threats, like ransomware attacks, have emerged as a significant cause of data loss in recent years, with many financially motivated threat actors increasingly targeting the vulnerabilities in Exchange Servers. These attackers try to exploit ",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEh88lQoFbJffNmbGEMZJ4k8REX0KCp3LJTxuGtStjU3G3nkrPNT8HHqDvOVGTZZuQ4xfuZVzXyGPTyoY3zEUAyH5nHAPg3JpYIIIOCp2BOkShsUBeBVh-3AIcfnxV2tJPLJgxlgUtG6VqaW1SqX4SNm75jnZ0FV9HBjnKyUL9gA43W6b77tvZedM2lclNQ/s728-rw-e365/data-loss.jpg,"
,
,
",https://thehackernews.com/2024/01/preventing-data-loss-backup-and.html,Regulatory Compliance / Data Security,Preventing Data Loss: Backup and Recovery Strategies for Exchange Server Administrators
"Npm Trojan Bypasses UAC, Installs AnyDesk with ""Oscompatible"" Package","Jan 19, 2024"," A malicious package uploaded to the npm registry has been found deploying a sophisticated remote access trojan on compromised Windows machines. The package, named "" oscompatible ,"" was published on January 9, 2024, attracting a total of 380 downloads before it was taken down. oscompatible included a ""few strange binaries,"" according to software supply chain security firm Phylum, including a single executable file, a dynamic-link library (DLL) and an encrypted DAT file, alongside a JavaScript file. This JavaScript file (""index.js"") executes an ""autorun.bat"" batch script but only after running a compatibility check to determine if the target machine runs on Microsoft Windows. If the platform is not Windows, it displays an error message to the user, stating the script is running on Linux or an unrecognized operating system, urging them to run it on ""Windows Server OS."" The batch script, for its part, verifies if it has admin privil",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEguSrxDEHS81r74q90arWznYG0eZEEYcpVMu9XSlHX5pXeYQYk5rNPnsNa518kmElEq-nBs6x8edY45lGFGqju-xCBUzGJXBRoYxAQhVpPUtJ4DXlPV1WrUMqeotH5SICM6ns5kwsg68Q4cRONnACI5xPBxtN34VVYT6NEeryzP2oM1EqKbLGeueX07l4Kv/s728-rw-e365/trojan.jpg,"
,
,
",https://thehackernews.com/2024/01/npm-trojan-bypasses-uac-installs.html,Software Security / Spyware,"Npm Trojan Bypasses UAC, Installs AnyDesk with ""Oscompatible"" Package"
U.S. Cybersecurity Agency Warns of Actively Exploited Ivanti EPMM Vulnerability,"Jan 19, 2024"," The U.S. Cybersecurity and Infrastructure Security Agency (CISA) on Thursday  added  a now-patched critical flaw impacting Ivanti Endpoint Manager Mobile (EPMM) and MobileIron Core to its Known Exploited Vulnerabilities ( KEV ) catalog, stating it's being actively exploited in the wild. The vulnerability in question is  CVE-2023-35082  (CVSS score: 9.8), an authentication bypass that's a patch bypass for another flaw in the same solution tracked as CVE-2023-35078 (CVSS score: 10.0), which was actively exploited in attacks targeted Norwegian government entities as a zero-day in April 2023. ""If exploited, this vulnerability enables an unauthorized, remote (internet-facing) actor to potentially access users' personally identifiable information and make limited changes to the server,"" Ivanti  noted  in August 2023. All versions of Ivanti Endpoint Manager Mobile (EPMM) 11.10, 11.9 and 11.8, and MobileIron Core 11.7 and below are impacted by the vulnerability. Cyb",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjgmgNl8D4UY2_PIkcp5S3IhL1Q1iunwF7YBifCoD2cOIEmX4FeUEx0CJq9gZytMnYPMACJPBLAtETh1uGNHMmCCox3Dwlv2O-GagqyzoY-mWGHDBWEGx-wE_TMyJp0mr3KPIS4jIPff2X3TZ_6L9cIJTs-BgEJFlWZnutJIJHeFBdZ-QMTpVVUwhAl6MLm/s728-rw-e365/cisa.jpg,"
,
,
",https://thehackernews.com/2024/01/us-cybersecurity-agency-warns-of.html,Cyber Theat / Zero-Day,U.S. Cybersecurity Agency Warns of Actively Exploited Ivanti EPMM Vulnerability
New Docker Malware Steals CPU for Crypto & Drives Fake Website Traffic,"Jan 18, 2024"," Vulnerable Docker services are being targeted by a novel campaign in which the threat actors are deploying XMRig cryptocurrency miner as well as the 9Hits Viewer software as part of a multi-pronged monetization strategy. ""This is the first documented case of malware deploying the 9Hits application as a payload,"" cloud security firm Cado said , adding the development is a sign that adversaries are always on the lookout for diversifying their strategies to make money off compromised hosts. 9Hits advertises itself as a ""unique web traffic solution"" and an ""automatic traffic exchange"" that allows members of the service to drive traffic to their sites in exchange for purchasing credits. This is accomplished by means of a software called 9Hits Viewer, which runs a headless Chrome browser instance to visit websites requested by other members, for which they earn credits to pay for generating traffic to their sites. The exact method used to spread the malwa",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEixueqc7SQk3IKmUISVRb99BEtj7nwyQZAdt_PIlxcPryFppYulmXmrCj-WJG6YFHzv4BPw07H4Fj0Xbl8MWg0I6ba3xdwpDnEBoIq1hWTfTBD0u1cg8O43kljoL69_vVN5JdCSG1AuQGy4VwNxJVBNwqhLMmqj-Nli3fWz4A-IpaiGEvAsqK7C2AyJje4_/s728-rw-e365/coin.jpg,"
,
,
",https://thehackernews.com/2024/01/new-docker-malware-steals-cpu-for.html,Server Security / Cryptocurrency,New Docker Malware Steals CPU for Crypto & Drives Fake Website Traffic
Russian COLDRIVER Hackers Expand Beyond Phishing with Custom Malware,"Jan 18, 2024"," The Russia-linked threat actor known as COLDRIVER has been observed evolving its tradecraft to go beyond credential harvesting to deliver its first-ever custom malware written in the Rust programming language. Google's Threat Analysis Group (TAG), which shared details of the latest activity, said the attack chains leverage PDFs as decoy documents to trigger the infection sequence. The lures are sent from impersonation accounts. COLDRIVER, also known by the names Blue Callisto, BlueCharlie (or TAG-53), Calisto (alternately spelled Callisto), Dancing Salome, Gossamer Bear, Star Blizzard (formerly SEABORGIUM), TA446, and UNC4057, is known to be active since 2019, targeting a wide range of sectors. This includes academia, defense, governmental organizations, NGOs, think tanks, political outfits, and, recently, defense-industrial targets and energy facilities. ""Targets in the U.K. and U.S. appear to have been most affected by Star Blizzard activity, however activity has al",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEj_IbE17Qh6nsB8MfkTM9l2mx8oWemRqKDnmA1u1kbUpTRH_7KEsRAFxlpKU3qDI6IqNh8rY1x2KAaFZ9VaKyEI59Q6mQN_m3ZcpUwnptrBuh2A2zYfUHex4d3TvmwBg-yUJgAkxbmWxIF2AkUX-JhRtkDa2xMGrto3ROTiQ_ihvywZv8_vYSSTItEF8G4F/s728-rw-e365/phishing.jpg,"
,
,
",https://thehackernews.com/2024/01/russian-coldriver-hackers-expand-beyond.html,Cyber Threat / Malware,Russian COLDRIVER Hackers Expand Beyond Phishing with Custom Malware
TensorFlow CI/CD Flaw Exposed Supply Chain to Poisoning Attacks,"Jan 18, 2024"," Continuous integration and continuous delivery (CI/CD) misconfigurations discovered in the open-source  TensorFlow  machine learning framework could have been exploited to orchestrate  supply chain attacks . The misconfigurations could be abused by an attacker to ""conduct a supply chain compromise of TensorFlow releases on GitHub and PyPi by compromising TensorFlow's build agents via a malicious pull request,"" Praetorian researchers Adnan Khan and John Stawinski  said  in a report published this week. Successful exploitation of these issues could permit an external attacker to upload malicious releases to the GitHub repository, gain remote code execution on the self-hosted GitHub runner, and even retrieve a GitHub Personal Access Token (PAT) for the  tensorflow-jenkins user . TensorFlow uses GitHub Actions to automate the software build, test, and deployment pipeline. Runners, which refer to machines that execute jobs in a GitHub Actions workflow, can be either self-",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEh1J7gsmqZyYmsz2yqeBAyrS2BAExXMneFkenNBZqgzBzX5AQRnjN-6WcT8O2xGCzI6RW_WVh4Wr2a6_tKbeZ6lEE5WM9DdHMV3sPbg2VZ1FmeeM6uZSUiAphyhe2rOniOTwAF6hFH4ibltX8nC13bUDLBBgfEzUvWOHrWbJnV7usjwFknDwZ4AKpcqeFPA/s728-rw-e365/ml-ai.jpg,"
,
,
",https://thehackernews.com/2024/01/tensorflow-cicd-flaw-exposed-supply.html,Supply Chain Attacks / AI Security,TensorFlow CI/CD Flaw Exposed Supply Chain to Poisoning Attacks
MFA Spamming and Fatigue: When Security Measures Go Wrong,"Jan 18, 2024"," In today's digital landscape, traditional password-only authentication systems have proven to be vulnerable to a wide range of cyberattacks. To safeguard critical business resources, organizations are increasingly turning to multi-factor authentication (MFA) as a more robust security measure. MFA requires users to provide multiple authentication factors to verify their identity, providing an additional layer of protection against unauthorized access. However, cybercriminals are relentless in their pursuit of finding ways to  bypass MFA systems . One such method gaining traction is MFA spamming attacks, also known as MFA fatigue, or  MFA bombing . This article delves into MFA spamming attacks, including the best practices to mitigate this growing threat. What is MFA spamming? MFA spamming refers to the malicious act of inundating a target user's email, phone, or other registered devices with numerous MFA prompts or confirmation codes. The objective behind this tactic is to o",thehackernews.com,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhKL85jOjYEFu3DlZX5INS2o2qOINhQISeSFcio_cSTMKRD-Y27gG2tB81w3F3hsMJAP6N5-pE0LT6jz5sFRRUuzDV_ypYPXvNNfsn-_FI_rLEjfA5pPxrIFblcJprkEZEyLuy9TfctVVptIo-wOSygEVBWVcA-8x0U5iTrAQQVK2o_VIv1SId-4k8WBtA/s728-rw-e365/password.jpg,"
,
,
",https://thehackernews.com/2024/01/mfa-spamming-and-fatigue-when-security.html,Authentication Security / Passwords,MFA Spamming and Fatigue: When Security Measures Go Wrong
